期号,日期,中奖号码 1,2,3,4,5,强力球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
11/29/2023,2023-11-29,6,47,50,61,68,4,61,1,4,2,3,1,0,0,0,2,0,2,0,0.00,0,0.00,6,50000.00,236,100.00,620,100.00,14876,7.00,12778,7.00,106070,4.00,271497,4.00
11/27/2023,2023-11-27,2,21,38,61,66,12,66,2,3,2,3,1,0,1,1,0,0,2,0,0.00,0,0.00,9,50000.00,231,100.00,538,100.00,13467,7.00,11927,7.00,94984,4.00,232839,4.00
11/25/2023,2023-11-25,27,33,63,66,68,9,33,2,3,3,2,0,0,1,1,0,0,3,0,0.00,0,0.00,11,50000.00,257,100.00,770,100.00,19187,7.00,16694,7.00,133281,4.00,337933,4.00
11/22/2023,2023-11-22,20,24,33,39,42,21,39,3,2,2,3,0,1,1,2,1,0,0,0,0.00,4,1000000.00,5,50000.00,270,100.00,805,100.00,18778,7.00,15230,7.00,112468,4.00,272735,4.00
11/20/2023,2023-11-20,19,26,30,39,63,13,,3,2,3,2,0,1,2,1,0,0,1,0,0.00,0,0.00,14,50000.00,205,100.00,570,100.00,13964,7.00,12785,7.00,95936,4.00,228090,4.00
11/18/2023,2023-11-18,34,50,51,61,67,20,51,1,4,3,2,0,0,0,1,1,1,2,0,0.00,1,1000000.00,11,50000.00,313,100.00,724,100.00,19067,7.00,15656,7.00,123190,4.00,322839,4.00
11/15/2023,2023-11-15,3,4,51,53,60,6,,2,3,3,2,2,0,0,0,0,3,0,0,0.00,0,0.00,10,50000.00,202,100.00,510,100.00,13523,7.00,13158,7.00,94377,4.00,225802,4.00
11/13/2023,2023-11-13,24,33,35,37,42,21,24,2,3,3,2,0,0,1,3,1,0,0,0,0.00,1,1000000.00,7,50000.00,189,100.00,501,100.00,13446,7.00,10499,7.00,78182,4.00,193978,4.00
11/11/2023,2023-11-11,1,12,14,24,57,7,14,4,1,2,3,1,2,1,0,0,1,0,0,0.00,0,0.00,26,50000.00,368,100.00,1203,100.00,24613,7.00,23113,7.00,158300,4.00,352584,4.00
11/08/2023,2023-11-08,14,21,33,39,62,20,,3,2,3,2,0,1,1,2,0,0,1,0,0.00,0,0.00,9,50000.00,213,100.00,492,100.00,14388,7.00,11166,7.00,85751,4.00,209785,4.00
11/06/2023,2023-11-06,12,25,40,59,61,26,,2,3,3,2,0,1,1,1,0,1,1,0,0.00,0,0.00,8,50000.00,144,100.00,418,100.00,11360,7.00,9400,7.00,73538,4.00,178115,4.00
11/04/2023,2023-11-04,1,28,30,34,52,6,,4,1,1,4,1,0,2,1,0,1,0,0,0.00,0,0.00,8,50000.00,274,100.00,775,100.00,19347,7.00,16247,7.00,126758,4.00,297993,4.00
11/01/2023,2023-11-01,22,26,39,47,63,12,22,2,3,3,2,0,0,2,1,1,0,1,0,0.00,3,1000000.00,15,50000.00,210,100.00,500,100.00,12812,7.00,11095,7.00,86029,4.00,211733,4.00
10/30/2023,2023-10-30,19,22,34,66,69,5,,3,2,2,3,0,1,1,1,0,0,2,0,0.00,0,0.00,5,50000.00,140,100.00,414,100.00,10579,7.00,9917,7.00,77436,4.00,188655,4.00
10/28/2023,2023-10-28,14,24,50,59,64,2,,2,3,1,4,0,1,1,0,1,1,1,0,0.00,1,1000000.00,13,50000.00,299,100.00,630,100.00,16718,7.00,14009,7.00,110507,4.00,277988,4.00
10/25/2023,2023-10-25,25,27,41,53,68,2,25,2,3,4,1,0,0,2,0,1,1,1,0,0.00,0,0.00,8,50000.00,184,100.00,461,100.00,12205,7.00,9799,7.00,77655,4.00,193044,4.00
10/23/2023,2023-10-23,18,21,25,46,64,21,,3,2,2,3,0,1,2,0,1,0,1,0,0.00,0,0.00,5,50000.00,150,100.00,430,100.00,10530,7.00,8650,7.00,65823,4.00,156134,4.00
10/21/2023,2023-10-21,6,15,24,67,68,11,,3,2,2,3,1,1,1,0,0,0,2,0,0.00,1,1000000.00,12,50000.00,246,100.00,723,100.00,16383,7.00,14510,7.00,115971,4.00,279656,4.00
10/18/2023,2023-10-18,1,4,13,35,58,24,,3,2,3,2,2,1,0,1,0,1,0,0,0.00,1,1000000.00,10,50000.00,236,100.00,485,100.00,12361,7.00,10351,7.00,75197,4.00,175224,4.00
10/16/2023,2023-10-16,2,27,31,44,64,18,64,3,2,2,3,1,0,1,1,1,0,1,0,0.00,2,1000000.00,4,50000.00,138,100.00,402,100.00,9843,7.00,8748,7.00,66669,4.00,158197,4.00
10/14/2023,2023-10-14,14,16,42,48,64,14,64,2,3,0,5,0,2,0,0,2,0,1,0,0.00,2,1000000.00,14,50000.00,256,100.00,749,100.00,17683,7.00,15295,7.00,119887,4.00,289786,4.00
10/11/2023,2023-10-11,22,24,40,52,64,10,,2,3,0,5,0,0,2,1,0,1,1,1,1764900000.00,7,1000000.00,121,50000.00,2880,100.00,7208,100.00,175073,7.00,149526,7.00,1157961,4.00,2816124,4.00
10/09/2023,2023-10-09,16,34,46,55,67,14,,2,3,2,3,0,1,0,1,1,1,1,0,0.00,4,1000000.00,101,50000.00,1877,100.00,4846,100.00,123953,7.00,102118,7.00,792130,4.00,1956832,4.00
10/07/2023,2023-10-07,47,54,57,60,65,19,54,0,5,3,2,0,0,0,0,1,3,1,0,0.00,10,1000000.00,85,50000.00,2426,100.00,5844,100.00,147839,7.00,125307,7.00,976647,4.00,2452429,4.00
10/04/2023,2023-10-04,9,35,54,63,64,1,,1,4,3,2,1,0,0,1,0,1,2,0,0.00,7,1000000.00,81,50000.00,1790,100.00,4379,100.00,111681,7.00,90919,7.00,708523,4.00,1723161,4.00
10/02/2023,2023-10-02,12,26,27,43,47,5,,3,2,3,2,0,1,2,0,2,0,0,0,0.00,2,1000000.00,70,50000.00,1445,100.00,3937,100.00,93306,7.00,80927,7.00,606917,4.00,1416498,4.00
09/30/2023,2023-09-30,19,30,37,44,46,22,46,2,3,2,3,0,1,1,1,2,0,0,0,0.00,5,1000000.00,55,50000.00,1524,100.00,3575,100.00,92885,7.00,73472,7.00,563419,4.00,1346515,4.00
09/27/2023,2023-09-27,1,7,46,47,63,7,,2,3,4,1,2,0,0,0,2,0,1,0,0.00,4,1000000.00,39,50000.00,939,100.00,2571,100.00,57117,7.00,55464,7.00,408441,4.00,958197,4.00
09/25/2023,2023-09-25,10,12,22,36,50,4,12,3,2,0,5,1,1,1,1,1,0,0,0,0.00,4,1000000.00,32,50000.00,754,100.00,1914,100.00,46417,7.00,38345,7.00,280908,4.00,648017,4.00
09/23/2023,2023-09-23,1,12,20,33,66,21,,4,1,2,3,1,2,0,1,0,0,1,0,0.00,3,1000000.00,30,50000.00,846,100.00,2249,100.00,56363,7.00,45366,7.00,340399,4.00,799932,4.00
09/20/2023,2023-09-20,16,27,59,62,63,23,,2,3,3,2,0,1,1,0,0,1,2,0,0.00,1,1000000.00,25,50000.00,502,100.00,1341,100.00,33787,7.00,27950,7.00,221079,4.00,548160,4.00
09/18/2023,2023-09-18,2,21,26,40,42,9,,3,2,1,4,1,0,2,1,1,0,0,0,0.00,1,1000000.00,17,50000.00,473,100.00,1171,100.00,29581,7.00,25609,7.00,191638,4.00,456148,4.00
09/16/2023,2023-09-16,8,11,19,24,46,5,,4,1,2,3,1,2,1,0,1,0,0,0,0.00,2,1000000.00,63,50000.00,886,100.00,2237,100.00,51571,7.00,40091,7.00,276175,4.00,617074,4.00
09/13/2023,2023-09-13,22,30,37,44,45,18,,2,3,2,3,0,0,2,1,2,0,0,0,0.00,1,1000000.00,23,50000.00,424,100.00,1152,100.00,28634,7.00,23869,7.00,184876,4.00,444518,4.00
09/11/2023,2023-09-11,9,25,27,53,66,5,,3,2,4,1,1,0,2,0,0,1,1,0,0.00,1,1000000.00,9,50000.00,391,100.00,1032,100.00,24056,7.00,21520,7.00,160478,4.00,369032,4.00
09/09/2023,2023-09-09,11,19,29,63,68,25,63,3,2,4,1,0,2,1,0,0,0,2,0,0.00,2,1000000.00,15,50000.00,580,100.00,1391,100.00,36598,7.00,29421,7.00,223925,4.00,525773,4.00
09/06/2023,2023-09-06,9,14,20,23,63,1,,4,1,3,2,1,2,1,0,0,0,1,0,0.00,0,0.00,17,50000.00,451,100.00,1057,100.00,27898,7.00,19527,7.00,143791,4.00,330820,4.00
09/04/2023,2023-09-04,1,26,32,46,51,13,,3,2,2,3,1,0,1,1,1,1,0,0,0.00,1,1000000.00,10,50000.00,243,100.00,664,100.00,16949,7.00,15370,7.00,123455,4.00,297620,4.00
09/02/2023,2023-09-02,25,38,42,66,67,19,,1,4,2,3,0,0,1,1,1,0,2,0,0.00,2,1000000.00,10,50000.00,461,100.00,1208,100.00,29810,7.00,25049,7.00,197801,4.00,496737,4.00
08/30/2023,2023-08-30,4,13,35,61,69,4,4,2,3,4,1,1,1,0,1,0,0,2,0,0.00,1,1000000.00,11,50000.00,337,100.00,828,100.00,19676,7.00,17659,7.00,139293,4.00,335465,4.00
08/28/2023,2023-08-28,4,6,25,55,68,26,,3,2,2,3,2,0,1,0,0,1,1,0,0.00,1,1000000.00,8,50000.00,318,100.00,692,100.00,18533,7.00,15099,7.00,113163,4.00,263616,4.00
08/26/2023,2023-08-26,20,22,26,28,63,5,,4,1,1,4,0,1,3,0,0,0,1,0,0.00,1,1000000.00,23,50000.00,469,100.00,1212,100.00,29237,7.00,25974,7.00,190592,4.00,444233,4.00
08/23/2023,2023-08-23,25,30,32,33,55,20,,4,1,3,2,0,0,2,2,0,1,0,0,0.00,0,0.00,10,50000.00,350,100.00,820,100.00,19844,7.00,15826,7.00,122781,4.00,293241,4.00
08/21/2023,2023-08-21,3,4,12,22,28,16,,5,0,1,4,2,1,2,0,0,0,0,0,0.00,1,1000000.00,17,50000.00,723,100.00,877,100.00,27662,7.00,15412,7.00,103416,4.00,231460,4.00
08/19/2023,2023-08-19,1,25,27,38,62,13,,3,2,3,2,1,0,2,1,0,0,1,0,0.00,0,0.00,8,50000.00,410,100.00,1098,100.00,26177,7.00,23482,7.00,182083,4.00,430673,4.00
08/16/2023,2023-08-16,9,11,17,19,55,1,,4,1,5,0,1,3,0,0,0,1,0,0,0.00,1,1000000.00,22,50000.00,521,100.00,934,100.00,26913,7.00,17150,7.00,114575,4.00,254557,4.00
08/14/2023,2023-08-14,32,34,37,39,47,3,37,2,3,3,2,0,0,0,4,1,0,0,0,0.00,1,1000000.00,6,50000.00,251,100.00,545,100.00,14454,7.00,12001,7.00,94152,4.00,248773,4.00
08/12/2023,2023-08-12,19,21,37,50,65,26,21,2,3,4,1,0,1,1,1,1,0,1,0,0.00,0,0.00,12,50000.00,355,100.00,910,100.00,22876,7.00,19067,7.00,148320,4.00,360820,4.00
08/09/2023,2023-08-09,10,15,21,67,69,3,,3,2,4,1,1,1,1,0,0,0,2,0,0.00,3,1000000.00,18,50000.00,307,100.00,897,100.00,21071,7.00,18861,7.00,141923,4.00,329660,4.00
08/07/2023,2023-08-07,6,13,20,35,54,22,,3,2,2,3,1,2,0,1,0,1,0,0,0.00,0,0.00,7,50000.00,306,100.00,651,100.00,18007,7.00,14551,7.00,108070,4.00,253566,4.00
08/05/2023,2023-08-05,18,42,44,62,65,23,,1,4,1,4,0,1,0,0,2,0,2,0,0.00,3,1000000.00,20,50000.00,386,100.00,1011,100.00,26246,7.00,21666,7.00,173134,4.00,436847,4.00
08/02/2023,2023-08-02,23,24,33,51,64,5,,3,2,3,2,0,0,2,1,0,1,1,0,0.00,1,1000000.00,9,50000.00,255,100.00,744,100.00,16985,7.00,15257,7.00,121886,4.00,294037,4.00
07/31/2023,2023-07-31,2,11,48,58,65,13,,2,3,2,3,1,1,0,0,1,1,1,0,0.00,0,0.00,7,50000.00,206,100.00,508,100.00,12249,7.00,11785,7.00,91346,4.00,216882,4.00
07/29/2023,2023-07-29,10,25,27,34,38,2,,4,1,2,3,1,0,2,2,0,0,0,0,0.00,3,1000000.00,15,50000.00,356,100.00,940,100.00,22174,7.00,17656,7.00,127498,4.00,293544,4.00
07/26/2023,2023-07-26,3,16,40,48,60,14,3,2,3,1,4,1,1,0,1,1,1,0,0,0.00,0,0.00,8,50000.00,219,100.00,466,100.00,12159,7.00,10291,7.00,82210,4.00,200468,4.00
07/24/2023,2023-07-24,3,4,12,28,49,25,,4,1,2,3,2,1,1,0,1,0,0,0,0.00,2,1000000.00,4,50000.00,289,100.00,636,100.00,15787,7.00,10532,7.00,69551,4.00,150352,4.00
07/22/2023,2023-07-22,25,27,36,37,63,7,,2,3,4,1,0,0,2,2,0,0,1,0,0.00,0,0.00,11,50000.00,277,100.00,773,100.00,19129,7.00,18888,7.00,145033,4.00,352352,4.00
07/19/2023,2023-07-19,7,10,11,13,24,24,,5,0,3,2,2,2,1,0,0,0,0,1,1079800000.00,36,1000000.00,195,50000.00,5396,100.00,9131,100.00,242802,7.00,153237,7.00,1054868,4.00,2416265,4.00
07/17/2023,2023-07-17,5,8,9,17,41,21,9,4,1,4,1,3,1,0,0,1,0,0,0,0.00,5,1000000.00,88,50000.00,2034,100.00,4759,100.00,121904,7.00,88697,7.00,622282,4.00,1438404,4.00
07/15/2023,2023-07-15,2,9,43,55,57,18,,2,3,4,1,2,0,0,0,1,2,0,0,0.00,3,1000000.00,75,50000.00,1591,100.00,3997,100.00,101551,7.00,86519,7.00,669994,4.00,1608784,4.00
07/12/2023,2023-07-12,23,35,45,66,67,20,,1,4,4,1,0,0,1,1,1,0,2,0,0.00,2,1000000.00,26,50000.00,1031,100.00,2526,100.00,63377,7.00,51509,7.00,399811,4.00,984170,4.00
07/10/2023,2023-07-10,2,24,34,53,58,13,24,3,2,1,4,1,0,1,1,0,2,0,0,0.00,1,1000000.00,28,50000.00,796,100.00,2013,100.00,49300,7.00,43237,7.00,336335,4.00,818346,4.00
07/08/2023,2023-07-08,7,23,24,32,43,18,24,4,1,3,2,1,0,2,1,1,0,0,0,0.00,3,1000000.00,32,50000.00,1033,100.00,2776,100.00,66920,7.00,54789,7.00,399926,4.00,926527,4.00
07/05/2023,2023-07-05,17,24,48,62,68,23,,2,3,1,4,0,1,1,0,1,0,2,0,0.00,3,1000000.00,17,50000.00,415,100.00,1083,100.00,27446,7.00,22797,7.00,178124,4.00,439302,4.00
07/03/2023,2023-07-03,15,26,31,38,61,3,61,3,2,3,2,0,1,1,2,0,0,1,0,0.00,1,1000000.00,13,50000.00,378,100.00,1096,100.00,25379,7.00,21547,7.00,166684,4.00,408078,4.00
07/01/2023,2023-07-01,4,17,35,49,61,8,,2,3,4,1,1,1,0,1,1,0,1,0,0.00,0,0.00,22,50000.00,494,100.00,1290,100.00,31556,7.00,26983,7.00,211604,4.00,506175,4.00
06/28/2023,2023-06-28,19,25,34,57,68,4,,3,2,3,2,0,1,1,1,0,1,1,0,0.00,0,0.00,12,50000.00,335,100.00,792,100.00,20269,7.00,17998,7.00,141069,4.00,343545,4.00
06/26/2023,2023-06-26,6,28,39,43,54,12,,2,3,2,3,1,0,1,1,1,1,0,0,0.00,0,0.00,11,50000.00,296,100.00,746,100.00,17685,7.00,15260,7.00,116133,4.00,277825,4.00
06/24/2023,2023-06-24,2,38,44,50,62,19,,1,4,0,5,1,0,0,1,2,0,1,0,0.00,0,0.00,13,50000.00,420,100.00,1020,100.00,26857,7.00,22871,7.00,180390,4.00,443145,4.00
06/21/2023,2023-06-21,5,11,33,35,63,14,,3,2,5,0,1,1,0,2,0,0,1,0,0.00,0,0.00,11,50000.00,342,100.00,817,100.00,20503,7.00,16808,7.00,126395,4.00,296181,4.00
06/19/2023,2023-06-19,36,39,52,57,69,1,,0,5,3,2,0,0,0,2,0,2,1,0,0.00,1,1000000.00,7,50000.00,219,100.00,521,100.00,14116,7.00,11218,7.00,86310,4.00,223959,4.00
06/17/2023,2023-06-17,2,12,45,61,64,26,64,2,3,2,3,1,1,0,0,1,0,2,0,0.00,0,0.00,14,50000.00,387,100.00,891,100.00,23557,7.00,19735,7.00,154866,4.00,368412,4.00
06/14/2023,2023-06-14,3,20,36,42,64,4,3,2,3,1,4,1,1,0,1,1,0,1,0,0.00,1,1000000.00,9,50000.00,246,100.00,686,100.00,15982,7.00,14012,7.00,111738,4.00,268847,4.00
06/12/2023,2023-06-12,2,3,16,23,68,7,,4,1,2,3,2,1,1,0,0,0,1,0,0.00,0,0.00,12,50000.00,242,100.00,822,100.00,17071,7.00,15251,7.00,106682,4.00,234695,4.00
06/10/2023,2023-06-10,21,32,42,46,50,4,21,2,3,1,4,0,0,1,1,3,0,0,0,0.00,0,0.00,15,50000.00,320,100.00,898,100.00,22303,7.00,18903,7.00,147100,4.00,365406,4.00
06/07/2023,2023-06-07,16,21,29,53,66,2,,3,2,3,2,0,1,2,0,0,1,1,0,0.00,1,1000000.00,5,50000.00,211,100.00,501,100.00,14438,7.00,11660,7.00,91056,4.00,218419,4.00
06/05/2023,2023-06-05,2,31,45,46,49,20,45,2,3,3,2,1,0,0,1,3,0,0,0,0.00,1,1000000.00,6,50000.00,177,100.00,454,100.00,11779,7.00,9830,7.00,76152,4.00,184631,4.00
06/03/2023,2023-06-03,15,45,64,67,68,18,,1,4,3,2,0,1,0,0,1,0,3,0,0.00,2,1000000.00,10,50000.00,287,100.00,769,100.00,18895,7.00,16256,7.00,130173,4.00,334296,4.00
05/31/2023,2023-05-31,2,4,54,61,62,14,62,2,3,1,4,2,0,0,0,0,1,2,0,0.00,4,1000000.00,5,50000.00,187,100.00,497,100.00,12987,7.00,11329,7.00,89407,4.00,216985,4.00
05/29/2023,2023-05-29,21,33,35,62,64,24,,2,3,3,2,0,0,1,2,0,0,2,0,0.00,0,0.00,5,50000.00,154,100.00,396,100.00,9767,7.00,8396,7.00,66400,4.00,164116,4.00
05/27/2023,2023-05-27,24,38,39,48,56,4,,1,4,1,4,0,0,1,2,1,1,0,0,0.00,1,1000000.00,12,50000.00,268,100.00,777,100.00,18426,7.00,15913,7.00,124826,4.00,312565,4.00
05/24/2023,2023-05-24,12,21,44,50,58,26,,2,3,1,4,0,1,1,0,2,1,0,0,0.00,0,0.00,15,50000.00,191,100.00,467,100.00,12217,7.00,10048,7.00,79973,4.00,190046,4.00
05/22/2023,2023-05-22,9,38,48,52,68,25,38,1,4,1,4,1,0,0,1,1,1,1,0,0.00,0,0.00,7,50000.00,145,100.00,396,100.00,10105,7.00,8167,7.00,66108,4.00,161238,4.00
05/20/2023,2023-05-20,17,23,32,38,63,23,,3,2,3,2,0,1,1,2,0,0,1,0,0.00,0,0.00,9,50000.00,273,100.00,756,100.00,18601,7.00,15004,7.00,111707,4.00,264827,4.00
05/17/2023,2023-05-17,18,34,37,45,51,14,,2,3,3,2,0,1,0,2,1,1,0,0,0.00,0,0.00,2,50000.00,188,100.00,463,100.00,11648,7.00,9425,7.00,74564,4.00,185215,4.00
05/15/2023,2023-05-15,1,26,28,55,58,25,,3,2,2,3,1,0,2,0,0,2,0,0,0.00,0,0.00,11,50000.00,143,100.00,363,100.00,9950,7.00,8156,7.00,63242,4.00,153034,4.00
05/13/2023,2023-05-13,3,15,20,23,46,11,,4,1,3,2,1,2,1,0,1,0,0,0,0.00,2,1000000.00,16,50000.00,357,100.00,934,100.00,20625,7.00,17465,7.00,123513,4.00,278342,4.00
05/10/2023,2023-05-10,21,24,33,55,69,3,33,3,2,4,1,0,0,2,1,0,1,1,0,0.00,1,1000000.00,9,50000.00,152,100.00,485,100.00,11190,7.00,10263,7.00,78339,4.00,185581,4.00
05/08/2023,2023-05-08,15,20,33,36,43,12,,3,2,3,2,0,2,0,2,1,0,0,0,0.00,1,1000000.00,6,50000.00,142,100.00,392,100.00,9374,7.00,7884,7.00,61939,4.00,150453,4.00
05/06/2023,2023-05-06,31,39,47,51,53,6,47,1,4,5,0,0,0,0,2,1,2,0,0,0.00,0,0.00,1,50000.00,218,100.00,561,100.00,14932,7.00,12087,7.00,94991,4.00,245697,4.00
05/03/2023,2023-05-03,21,26,30,45,47,23,,3,2,3,2,0,0,3,0,2,0,0,0,0.00,0,0.00,6,50000.00,167,100.00,410,100.00,11468,7.00,8534,7.00,66449,4.00,159970,4.00
05/01/2023,2023-05-01,3,38,55,61,66,1,,1,4,3,2,1,0,0,1,0,1,2,0,0.00,0,0.00,1,50000.00,121,100.00,277,100.00,7595,7.00,6103,7.00,51296,4.00,128809,4.00
04/29/2023,2023-04-29,16,53,54,57,65,8,,1,4,3,2,0,1,0,0,0,3,1,0,0.00,0,0.00,9,50000.00,191,100.00,522,100.00,12396,7.00,10821,7.00,88922,4.00,233708,4.00
04/26/2023,2023-04-26,2,15,30,35,49,6,,3,2,3,2,1,1,1,1,1,0,0,0,0.00,0,0.00,3,50000.00,154,100.00,364,100.00,9718,7.00,7885,7.00,61779,4.00,143638,4.00
04/24/2023,2023-04-24,19,21,55,66,68,3,68,2,3,3,2,0,1,1,0,0,1,2,0,0.00,0,0.00,6,50000.00,95,100.00,274,100.00,6885,7.00,6263,7.00,51404,4.00,126064,4.00
04/22/2023,2023-04-22,17,36,47,63,68,25,,1,4,3,2,0,1,0,1,1,0,2,0,0.00,0,0.00,7,50000.00,191,100.00,439,100.00,12101,7.00,9776,7.00,77584,4.00,198118,4.00
04/19/2023,2023-04-19,4,11,21,38,64,11,64,3,2,2,3,1,1,1,1,0,0,1,1,252600000.00,0,0.00,9,50000.00,238,100.00,739,100.00,16979,7.00,15873,7.00,110764,4.00,246629,4.00
04/17/2023,2023-04-17,23,25,35,63,64,25,,2,3,4,1,0,0,2,1,0,0,2,0,0.00,0,0.00,11,50000.00,198,100.00,466,100.00,11351,7.00,9729,7.00,77028,4.00,189502,4.00
04/15/2023,2023-04-15,1,33,34,56,59,18,59,3,2,3,2,1,0,0,2,0,2,0,0,0.00,2,1000000.00,6,50000.00,278,100.00,705,100.00,17730,7.00,15396,7.00,122862,4.00,304609,4.00
04/12/2023,2023-04-12,9,36,41,44,59,4,"9,36",1,4,3,2,1,0,0,1,2,1,0,0,0.00,0,0.00,7,50000.00,185,100.00,508,100.00,12743,7.00,10878,7.00,87216,4.00,214263,4.00
04/10/2023,2023-04-10,9,10,36,46,52,14,,2,3,1,4,2,0,0,1,1,1,0,0,0.00,0,0.00,5,50000.00,135,100.00,391,100.00,10341,7.00,8642,7.00,67418,4.00,154698,4.00
04/08/2023,2023-04-08,11,22,24,51,60,18,,3,2,2,3,0,1,2,0,0,2,0,0,0.00,1,1000000.00,10,50000.00,283,100.00,696,100.00,18690,7.00,15590,7.00,117184,4.00,277427,4.00
04/05/2023,2023-04-05,3,5,9,42,52,11,,3,2,3,2,3,0,0,0,1,1,0,0,0.00,0,0.00,13,50000.00,209,100.00,775,100.00,15967,7.00,13336,7.00,87775,4.00,190725,4.00
04/03/2023,2023-04-03,16,30,31,54,68,1,,3,2,1,4,0,1,1,1,0,1,1,0,0.00,1,1000000.00,3,50000.00,149,100.00,348,100.00,9525,7.00,7775,7.00,60618,4.00,147282,4.00
04/01/2023,2023-04-01,11,19,21,29,52,17,,4,1,4,1,0,2,2,0,0,1,0,0,0.00,0,0.00,21,50000.00,384,100.00,806,100.00,21904,7.00,16293,7.00,114600,4.00,259800,4.00
03/29/2023,2023-03-29,4,9,24,46,66,7,,3,2,1,4,2,0,1,0,1,0,1,0,0.00,1,1000000.00,9,50000.00,176,100.00,545,100.00,12537,7.00,12080,7.00,86859,4.00,198684,4.00
03/27/2023,2023-03-27,19,26,36,43,58,14,,2,3,2,3,0,1,1,1,1,1,0,0,0.00,0,0.00,7,50000.00,147,100.00,367,100.00,9296,7.00,7815,7.00,60957,4.00,146425,4.00
03/25/2023,2023-03-25,15,17,18,47,57,19,57,3,2,4,1,0,3,0,0,1,1,0,0,0.00,0,0.00,9,50000.00,231,100.00,645,100.00,16015,7.00,13496,7.00,101836,4.00,243409,4.00
03/22/2023,2023-03-22,27,28,37,50,57,5,27,2,3,3,2,0,0,2,1,1,1,0,0,0.00,1,1000000.00,10,50000.00,135,100.00,402,100.00,9696,7.00,8625,7.00,70498,4.00,172141,4.00
03/20/2023,2023-03-20,1,27,32,47,67,14,,3,2,4,1,1,0,1,1,1,0,1,0,0.00,0,0.00,8,50000.00,122,100.00,347,100.00,8096,7.00,7079,7.00,55003,4.00,130501,4.00
03/18/2023,2023-03-18,14,20,30,54,69,11,,3,2,1,4,0,2,1,0,0,1,1,0,0.00,1,1000000.00,13,50000.00,218,100.00,593,100.00,14231,7.00,12853,7.00,99642,4.00,245424,4.00
03/15/2023,2023-03-15,16,18,33,37,50,8,,3,2,2,3,0,2,0,2,1,0,0,0,0.00,0,0.00,7,50000.00,158,100.00,423,100.00,9562,7.00,8177,7.00,65203,4.00,156238,4.00
03/13/2023,2023-03-13,3,10,24,46,63,4,,3,2,2,3,2,0,1,0,1,0,1,0,0.00,0,0.00,8,50000.00,145,100.00,366,100.00,9337,7.00,7820,7.00,57155,4.00,129399,4.00
03/11/2023,2023-03-11,11,20,33,43,58,24,43,3,2,3,2,0,2,0,1,1,1,0,0,0.00,1,1000000.00,4,50000.00,236,100.00,549,100.00,13978,7.00,11399,7.00,88759,4.00,211768,4.00
03/08/2023,2023-03-08,26,27,43,61,69,4,69,2,3,4,1,0,0,2,0,1,0,2,0,0.00,1,1000000.00,7,50000.00,105,100.00,337,100.00,8224,7.00,7370,7.00,61547,4.00,154724,4.00
03/06/2023,2023-03-06,2,13,29,58,69,4,,3,2,3,2,1,1,1,0,0,1,1,0,0.00,0,0.00,2,50000.00,117,100.00,292,100.00,7763,7.00,6760,7.00,52743,4.00,125394,4.00
03/04/2023,2023-03-04,10,16,18,40,66,16,,3,2,0,5,1,2,0,1,0,0,1,1,162600000.00,1,1000000.00,8,50000.00,287,100.00,712,100.00,19408,7.00,15766,7.00,119420,4.00,279501,4.00
03/01/2023,2023-03-01,2,9,28,36,53,4,28,3,2,2,3,2,0,1,1,0,1,0,0,0.00,3,1000000.00,13,50000.00,257,100.00,586,100.00,15296,7.00,12411,7.00,90117,4.00,203010,4.00
02/27/2023,2023-02-27,16,28,49,51,55,23,,2,3,3,2,0,1,1,0,1,2,0,0,0.00,0,0.00,5,50000.00,160,100.00,414,100.00,10510,7.00,8494,7.00,67727,4.00,170514,4.00
02/25/2023,2023-02-25,11,24,58,66,67,26,11,2,3,2,3,0,1,1,0,0,1,2,0,0.00,1,1000000.00,9,50000.00,238,100.00,653,100.00,17490,7.00,13565,7.00,109630,4.00,269306,4.00
02/22/2023,2023-02-22,11,19,39,44,65,7,,2,3,4,1,0,2,0,1,1,0,1,0,0.00,1,1000000.00,11,50000.00,190,100.00,591,100.00,12617,7.00,12542,7.00,93488,4.00,216745,4.00
02/20/2023,2023-02-20,3,17,26,38,54,15,,3,2,2,3,1,1,1,1,0,1,0,0,0.00,1,1000000.00,6,50000.00,192,100.00,426,100.00,11033,7.00,8379,7.00,62470,4.00,143600,4.00
02/18/2023,2023-02-18,8,21,31,32,37,23,"31,32",4,1,3,2,1,0,1,3,0,0,0,0,0.00,1,1000000.00,13,50000.00,265,100.00,732,100.00,17573,7.00,13872,7.00,104697,4.00,240714,4.00
02/15/2023,2023-02-15,31,32,54,60,63,12,,2,3,2,3,0,0,0,2,0,2,1,0,0.00,0,0.00,7,50000.00,135,100.00,395,100.00,9501,7.00,8165,7.00,68437,4.00,180020,4.00
